,date,private,foreign,institution
3860,08-07-05,-940,1643,-703
3861,07-07-05,-1541,805,736
3862,06-07-05,-292,759,-467
3863,05-07-05,-504,1002,-497
3864,04-07-05,-322,1080,-758
3865,01-07-05,-1043,1153,-110
3866,30-06-05,-1858,442,1417
3867,29-06-05,-1355,-556,1911
3868,28-06-05,-836,617,219
3869,27-06-05,1002,469,-1471
3870,24-06-05,297,30,-327
3871,23-06-05,-1029,909,120
3872,22-06-05,-645,-1260,1905
3873,21-06-05,-54,-1569,1623
3874,20-06-05,131,121,-252
3875,17-06-05,-602,12,589
3876,16-06-05,-892,-372,1264
3877,15-06-05,-1688,-847,2535
3878,14-06-05,-421,-338,759
3879,13-06-05,-171,316,-145
3880,10-06-05,-524,-275,800
3881,09-06-05,-747,-139,886
3882,08-06-05,-1644,-753,2396
3883,07-06-05,-107,719,-612
3884,03-06-05,-1319,1035,283
3885,02-06-05,-1360,1633,-273
3886,01-06-05,-755,256,499
3887,31-05-05,-1100,79,1022
3888,30-05-05,-976,485,491
3889,27-05-05,-2958,-86,3044
3890,26-05-05,-47,-1470,1517
3891,25-05-05,-1037,1036,0
3892,24-05-05,-560,-493,1052
3893,23-05-05,-285,-522,808
3894,20-05-05,-1446,1230,216
3895,19-05-05,-3520,-124,3643
3896,18-05-05,-1083,-271,1354
3897,17-05-05,-515,115,400
3898,16-05-05,-758,-200,957
3899,13-05-05,-85,55,31
3900,12-05-05,-128,-701,829
3901,11-05-05,-232,423,-192
3902,10-05-05,-819,-63,881
3903,09-05-05,-216,1058,-841
3904,06-05-05,-1684,1333,351
3905,04-05-05,-550,-931,1481
3906,03-05-05,208,12,-219
3907,02-05-05,-513,83,429
3908,29-04-05,-807,-865,1671
3909,28-04-05,348,-1254,906
3910,27-04-05,1317,-306,-1011
3911,26-04-05,-977,543,434
3912,25-04-05,-614,-475,1088
3913,22-04-05,-1274,716,559
3914,21-04-05,-522,-973,1496
3915,20-04-05,521,754,-1274
3916,19-04-05,615,-440,-174
3917,18-04-05,-450,-389,839
3918,15-04-05,1633,144,-1776
3919,14-04-05,4340,883,-5223
3920,13-04-05,114,-406,292
3921,12-04-05,605,190,-795
3922,11-04-05,739,-155,-584
3923,08-04-05,-168,-1069,1237
3924,07-04-05,-979,15,964
3925,06-04-05,-591,-331,922
3926,04-04-05,51,73,-125
3927,01-04-05,-1610,102,1509
3928,31-03-05,-659,215,444
3929,30-03-05,568,-2076,1507
3930,29-03-05,1364,-210,-1154
3931,28-03-05,-947,-1143,2089
3932,25-03-05,-536,-628,1164
3933,24-03-05,514,-2300,1786
3934,23-03-05,887,-996,109
3935,22-03-05,-104,-1148,1252
3936,21-03-05,-924,-370,1294
3937,18-03-05,-1914,-841,2755
3938,17-03-05,-116,-1402,1518
3939,16-03-05,-706,-2025,2731
3940,15-03-05,2428,-30,-2398
3941,14-03-05,1196,-291,-904
3942,11-03-05,-1972,-1905,3877
3943,10-03-05,2346,-1647,-699
3944,09-03-05,-1739,-1375,3114
3945,08-03-05,432,-957,525
3946,07-03-05,827,-102,-725
3947,04-03-05,-296,-428,724
3948,03-03-05,772,-1467,695
3949,02-03-05,2399,385,-2784
3950,28-02-05,-365,2884,-2519
3951,25-02-05,-1315,1465,-150
3952,24-02-05,-1046,-85,1131
3953,23-02-05,-615,-796,1411
3954,22-02-05,177,1316,-1494
3955,21-02-05,3425,1848,-5273
3956,18-02-05,-1011,600,412
3957,17-02-05,-587,474,113
3958,16-02-05,-122,1195,-1073
3959,15-02-05,122,1053,-1175
3960,14-02-05,-2181,913,1268
3961,11-02-05,662,1004,-1666
3962,07-02-05,-1886,1793,93
3963,04-02-05,-938,-31,969
3964,03-02-05,-1224,402,822
3965,02-02-05,365,-336,-28
3966,01-02-05,814,955,-1769
3967,31-01-05,-1202,-468,1670
3968,28-01-05,-15,-745,760
3969,27-01-05,-417,260,157
3970,26-01-05,-1862,694,1168
3971,25-01-05,74,408,-481
3972,24-01-05,-401,1240,-839
3973,21-01-05,-161,-1518,1678
3974,20-01-05,605,-199,-406
3975,19-01-05,337,-258,-79
3976,18-01-05,-434,1047,-613
3977,17-01-05,-2578,3273,-695
3978,14-01-05,-3914,1892,2022
3979,13-01-05,-533,-269,802
3980,12-01-05,16,966,-982
3981,11-01-05,-648,-35,682
3982,10-01-05,150,440,-590
3983,07-01-05,1143,178,-1321
3984,06-01-05,858,-6,-852
3985,05-01-05,10,246,-256
3986,04-01-05,-63,397,-334
3987,03-01-05,-488,995,-507
